Data;Hora (Local);Temp. Med. (C);Temp. Max. (C);Temp. Min. (C);Umi. Med. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Med. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Tend. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (graus);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
01/01/2023;000;;;;;;;;;;;;;;;;;0.0
01/01/2023;100;;;;;;;;;;;;;;;;;
01/01/2023;200;;;;;;;;;;;;;;;;;
01/01/2023;300;;;;;;;;;;;;;;;;;
01/01/2023;400;;;;;;;;;;;;;;;;;
01/01/2023;500;;;;;;;;;;;;;;;;;
01/01/2023;600;;;;;;;;;;;;;;;;;
01/01/2023;700;;;;;;;;;;;;;;;;;
01/01/2023;800;;;;;;;;;;;;;;;;;
01/01/2023;900;;;;;;;;;;;;;;;;;
01/01/2023;1000;;;;;;;;;;;;;;;;;
01/01/2023;1100;;;;;;;;;;;;;;;;;
01/01/2023;1200;;;;;;;;;;;;;;;;;
01/01/2023;1300;;;;;;;;;;;;;;;;;
01/01/2023;1400;;;;;;;;;;;;;;;;;
01/01/2023;1500;;;;;;;;;;;;;;;;;
01/01/2023;1600;;;;;;;;;;;;;;;;;
01/01/2023;1700;;;;;;;;;;;;;;;;;
01/01/2023;1800;;;;;;;;;;;;;;;;;
01/01/2023;1900;;;;;;;;;;;;;;;;;
01/01/2023;2000;;;;;;;;;;;;;;;;;
01/01/2023;2100;;;;;;;;;;;;;;;;;
01/01/2023;2200;;;;;;;;;;;;;;;;;
01/01/2023;2300;;;;;;;;;;;;;;;;;
02/01/2023;000;;;;;;;;;;;;;;;;;0.0
02/01/2023;100;;;;;;;;;;;;;;;;;
02/01/2023;200;;;;;;;;;;;;;;;;;
02/01/2023;300;;;;;;;;;;;;;;;;;
02/01/2023;400;;;;;;;;;;;;;;;;;
02/01/2023;500;;;;;;;;;;;;;;;;;
02/01/2023;600;;;;;;;;;;;;;;;;;
02/01/2023;700;;;;;;;;;;;;;;;;;
02/01/2023;800;;;;;;;;;;;;;;;;;
02/01/2023;900;;;;;;;;;;;;;;;;;
02/01/2023;1000;;;;;;;;;;;;;;;;;
02/01/2023;1100;;;;;;;;;;;;;;;;;
02/01/2023;1200;;;;;;;;;;;;;;;;;
02/01/2023;1300;;;;;;;;;;;;;;;;;
02/01/2023;1400;;;;;;;;;;;;;;;;;
02/01/2023;1500;;;;;;;;;;;;;;;;;
02/01/2023;1600;;;;;;;;;;;;;;;;;
02/01/2023;1700;;;;;;;;;;;;;;;;;
02/01/2023;1800;;;;;;;;;;;;;;;;;
02/01/2023;1900;;;;;;;;;;;;;;;;;
02/01/2023;2000;;;;;;;;;;;;;;;;;
02/01/2023;2100;;;;;;;;;;;;;;;;;
02/01/2023;2200;;;;;;;;;;;;;;;;;
02/01/2023;2300;;;;;;;;;;;;;;;;;
03/01/2023;000;;;;;;;;;;;;;;;;;0.0
03/01/2023;100;;;;;;;;;;;;;;;;;
03/01/2023;200;;;;;;;;;;;;;;;;;
03/01/2023;300;;;;;;;;;;;;;;;;;
03/01/2023;400;;;;;;;;;;;;;;;;;
03/01/2023;500;;;;;;;;;;;;;;;;;
03/01/2023;600;;;;;;;;;;;;;;;;;
03/01/2023;700;;;;;;;;;;;;;;;;;
03/01/2023;800;;;;;;;;;;;;;;;;;
03/01/2023;900;;;;;;;;;;;;;;;;;
03/01/2023;1000;;;;;;;;;;;;;;;;;
03/01/2023;1100;;;;;;;;;;;;;;;;;
03/01/2023;1200;;;;;;;;;;;;;;;;;
03/01/2023;1300;;;;;;;;;;;;;;;;;
03/01/2023;1400;;;;;;;;;;;;;;;;;
03/01/2023;1500;;;;;;;;;;;;;;;;;
03/01/2023;1600;;;;;;;;;;;;;;;;;
03/01/2023;1700;;;;;;;;;;;;;;;;;
03/01/2023;1800;;;;;;;;;;;;;;;;;
03/01/2023;1900;;;;;;;;;;;;;;;;;
03/01/2023;2000;;;;;;;;;;;;;;;;;
03/01/2023;2100;;;;;;;;;;;;;;;;;
03/01/2023;2200;;;;;;;;;;;;;;;;;
03/01/2023;2300;;;;;;;;;;;;;;;;;
04/01/2023;000;;;;;;;;;;;;;;;;;0.0
04/01/2023;100;;;;;;;;;;;;;;;;;
04/01/2023;200;;;;;;;;;;;;;;;;;
04/01/2023;300;;;;;;;;;;;;;;;;;
04/01/2023;400;;;;;;;;;;;;;;;;;
04/01/2023;500;;;;;;;;;;;;;;;;;
04/01/2023;600;;;;;;;;;;;;;;;;;
04/01/2023;700;;;;;;;;;;;;;;;;;
04/01/2023;800;;;;;;;;;;;;;;;;;
04/01/2023;900;;;;;;;;;;;;;;;;;
04/01/2023;1000;;;;;;;;;;;;;;;;;
04/01/2023;1100;;;;;;;;;;;;;;;;;
04/01/2023;1200;;;;;;;;;;;;;;;;;
04/01/2023;1300;;;;;;;;;;;;;;;;;
04/01/2023;1400;;;;;;;;;;;;;;;;;
04/01/2023;1500;;;;;;;;;;;;;;;;;
04/01/2023;1600;;;;;;;;;;;;;;;;;
04/01/2023;1700;;;;;;;;;;;;;;;;;
04/01/2023;1800;;;;;;;;;;;;;;;;;
04/01/2023;1900;;;;;;;;;;;;;;;;;
04/01/2023;2000;;;;;;;;;;;;;;;;;
04/01/2023;2100;;;;;;;;;;;;;;;;;
04/01/2023;2200;;;;;;;;;;;;;;;;;
04/01/2023;2300;;;;;;;;;;;;;;;;;
05/01/2023;000;;;;;;;;;;;;;;;;;0.0
